component,bagofwords
com.amaze.filemanager.ui.views.drawer.MenuMetadata,public Menu Metadata String path this type ITEM ENTRY Click Listener null INTENT 
com.amaze.filemanager.ui.views.drawer.CustomNavigationView,public Custom Navigation View Context context Attribute attrs super Item Selected Listener this Override void Nullable listener subclass boolean Menu item null should Checked return else true checked deselect Items find Parcelable Save Instance State Saved Missing selected Restore state instanceof Super This hack when unmarshalled Class Found Exception will thrown actual found android support design widget seem only replicate Marshmallow someone replicated through https github Team Amaze File Manager issues issuecomment Trying returning false Name throws doesn work because seems have been loaded with current loader unmarshaller uses course idea what means could wrong crash Build VERSION CODES 
com.amaze.filemanager.ui.views.drawer.ActionViewStateManager,public Action View State Manager Color idle accent Icon selected void deselect Current last Item Selected null Filter Menu item Image Button 
com.amaze.filemanager.ui.views.drawer.Drawer,public Drawer Main Activity main void refresh Result request Code response Intent intent Prefs null Data Build VERSION CODES KITKAT Content Resolver take Persistable Permission FLAG GRANT READ PERMISSION edit String Preferences Constants PREFERENCE DRAWER HEADER PATH commit Header Background close Locked boolean return Open Layout View open Closed pending fragment Transaction Path Hybrid File Mode UNKNOWN generate Simple Utils Fragment Current loadlist false else support Invalidate Options Menu Override Navigation Item Selected Null item Action Click title Title Metadata meta path switch Group case STORAGES GROUP equals General Dialog Creation show Properties Storage Root Helper Base true Theme break SERVERS CLOUDS FOLDERS contains Books rename Bookmark starts With Sftp Cloud Handler PREFIX DROPBOX GOOGLE DRIVE GDRIVE ONEDRIVE Something Phone Count phone final Image header Drawable drawer Parent Loader Listener Response Container Immediate Bitmap Resource drawable amaze Error Volley error catch Exception print Stack Trace select Correct Integer find Longest Containing deselect Everything Checked State Manager Color color Status reset Pending sync Toggle Configuration Changed Indicator Enabled Home Items size Does nothing tablets link Tablet param mode LOCK MODE LOCKED CLOSED OPEN UNDEFINED lock unlock UNLOCKED First first Second second 
com.amaze.filemanager.ui.views.WarnableTextInputValidator,public Warnable Text Input Validator Context context Edit edit Layout View positive Button Validate validator Focus Change Listener this Changed Touch Enabled false warning Drawable drawable error Override void boolean state Return State STATE ERROR Motion Event event return perform Click block after Editable 
com.amaze.filemanager.ui.views.DisablableViewPager,public Disablable View Pager Context context Attribute attrs super this enabled true Override boolean Touch Event Motion event return Intercept void Paging Enabled 
com.amaze.filemanager.ui.views.RoundedImageView,public Rounded Image View Context Attribute attrs super background Color TRANSPARENT Anti Alias true Override void Background color Prevents vectors from getting bigger than their intended size MUST provide dimensions view relative smallest between width height Relative Size float throw Unsupported Operation Exception make image Accepted values this Bitmap Cropped bitmap radius final Width Height create Scaled false else output Config ARGB Canvas canvas Paint paint Rect rect Filter Dither Utils roundedimagepaint draw Circle Xfermode Porter Duff Mode return Converts link Drawable drawable drawn backed Hence conversion Icon instanceof null Intrinsic Bounds Illegal State Solid colors cannot represented images 
com.amaze.filemanager.ui.views.Indicator,public Indicator Context context this null Attribute attrs Style super final density Resources Display Metrics Typed Array obtain Styled Attributes styleable Diameter Dimension Pixel Size DEFAULT SIZE Radius half anim Duration long Integer animation ANIM DURATION Half selected Colour Color current Page SELECTED COLOUR unselected argb green blue recycle Paint ANTI ALIAS FLAG interpolator Anim Utils Fast Slow Interpolator combined Unselected Path Left Right rect Rect Attach State Change Listener void View Pager view Count Adapter register Data Observer Override Changed Current Immediate Scrolled position float Offset Pixels Attached Window fraction Position page Changing previous left Math Joining Fraction Selected else state true Detached From false 
com.amaze.filemanager.ui.views.CheckableCircleView,public Checkable Circle View Context context Nullable Attribute attrs super check Resources Drawable drawable white void Color color paint Anti Alias true invalidate Checked boolean checked this 
com.amaze.filemanager.ui.views.ThemedImageView,public Themed Image View Context context this null Attribute attrs Style super Basic Activity equals DARK BLACK Color Filter argb else throw Illegal State Exception Could activity show correct icon color 
com.amaze.filemanager.ui.views.ThemedImageButton,public Themed Image Button Context context super Attribute attrs Style Focusable true Override Char Sequence Accessibility Class Name return class 
com.amaze.filemanager.ui.views.WarnableTextInputLayout,public Warnable Text Input Layout Context context Attribute attrs super Remove error warning void remove Error null Enabled false Override Nullable Char Sequence Style Warning true Appearance style input String 
com.amaze.filemanager.ui.views.FastScroller,public Fast Scroller Null Context context Attribute attribute super this scroll Listener initialise boolean Touch Event Motion motion Action handle Pressed true Visibility VISIBLE float relative Relative Position Handle manually Changing Recycler View null return else INVISIBLE false void register Color Filter State Drawable state drawable Compat fastscroller normal pressed PRESSED ENABLED STATE Inset Resources Dimension Pixel Size dimen track padding EMPTY Image recycler columns invalidate Hierarchy Change Override Child Added parent child Removed update Padding Left Right compute 
com.amaze.filemanager.ui.views.CircleGradientDrawable,Constructor param color circular icon Theme current theme light dark which will determine boundary metrics convert width link Stroke method from public Circle Gradient Drawable String Display Metrics this Color parse Shape OVAL Size STROKE WIDTH equals DARK BLACK COLOR LIGHT 
com.amaze.filemanager.ui.views.CircularColorsView,public Circular Colors View Context context super init Nullable Attribute attrs void Divider color divider Paint colors Flags ANTI ALIAS FLAG paint Initialized true 
com.amaze.filemanager.ui.views.ThemedTextView,public Themed Text View Context context Attribute attrs super Main Activity equals LIGHT Color Utils android color black else DARK BLACK white 
com.amaze.filemanager.ui.views.DividerItemDecoration,public Divider Item Decoration Context context boolean showtopbottomdividers final Typed Array typed obtain Styled Attributes ATTRS Drawable recycle this left Padding Resources Display Metrics density right Override void Canvas Recycler View parent State state super return null draw Vertical Offsets Rect view Child Adapter Position Intrinsic Height 
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout,public Scrim Insets Relative Layout Context context super init null Attribute attrs Style Override void draw Canvas canvas width Width height Height Foreground save translate Scroll Temp Rect Bounds bottom left right restore Count Allows calling container specify callback custom processing when insets change link System Windows called This useful setting padding elements based chrome Google List View When using with Grid remember clip Padding false Callback 
com.amaze.filemanager.ui.views.preference.CheckBox,public Check Context context Attribute attrs super 
com.amaze.filemanager.ui.views.preference.SelectedColorsPreference,public Selected Colors Preference Context context Attribute attrs super void Visibility visibility this notify Changed Divider color background colors invalidate 
com.amaze.filemanager.ui.views.preference.InvalidablePreferenceCategory,public Invalidable Preference Category Context context Attribute attrs super void invalidate Color accent title Utils Status notify Changed 
com.amaze.filemanager.ui.views.preference.PathSwitchPreference,public Path Switch Preference Context context super Last Item Clicked return last 
com.amaze.filemanager.ui.notifications.FtpNotification,Override public void Receive Context context Intent intent switch Action case Service ACTION STARTED create Notification Boolean Extra TILE false break STOPPED remove 
com.amaze.filemanager.ui.notifications.NotificationConstants,This creates channel applies correct metadata notification public static void Metadata Context context Notification Compat Builder type VERSION CODES switch case TYPE NORMAL Normal Channel break default throw Illegal Argument Exception Unrecognized else LOLLIPOP Category CATEGORY SERVICE JELLY BEAN Priority PRIORITY Visibility VISIBILITY PUBLIC 
com.amaze.filemanager.database.models.Sort,public Sort String path type this 
com.amaze.filemanager.database.models.OperationData,Constructor types link Operation HIDDEN HISTORY LIST GRID public Data String path throw Illegal Argument Exception Wrong constructor object this name null host Name BOOKMARKS SFTP param when used Utils Handler remove From Database Override Builder append Text Empty redacted return 
com.amaze.filemanager.database.models.EncryptedEntry,public Encrypted Entry String path password this void return Path Password 
com.amaze.filemanager.database.models.CloudEntry,public Cloud Entry Open Mode service Type String persist Data this void return Persist type Support values from link amaze filemanager utils Service open Returns ordinal 
com.amaze.filemanager.database.models.Tab,public String path home this Number Original Path boolean save Paths Shared Preferences shared File Utils Accessible return else 
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask,public Load Files List Task Context String path Main Fragment Open Mode openmode boolean show Thumbs Hidden Async Finished Pair Array Layout Element Parcelable this listener 
com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask,public Load Folder Space Data Task Context Theme Chart chart Hybrid File Parcelable context this file LEGENDS String string size used others free COLORS Color color piechart blue green 
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask,public Search Async Task Activity Worker Fragment Helper Callbacks String input Open Mode open boolean root regex matches activity Weak Reference Input Root Regex Enabled Matches Override void Post Execute Void null Progress Update Hybrid File Parcelable Cancelled 
com.amaze.filemanager.asynchronous.asynctasks.WriteFileAbstraction,public Write File Abstraction Context context Content Resolver content Editable file String data Save cached boolean Root Explorer Async Task Finished Integer this Weak Reference 
com.amaze.filemanager.asynchronous.asynctasks.SearchTextTask,public Search Text Task Editor Activity text this 
com.amaze.filemanager.asynchronous.asynctasks.DeleteTask,public Delete Task Context this root Mode Preference Manager Default Shared Preferences Boolean Constants PREFERENCE ROOTMODE false Compressed Explorer Fragment compressed Override void Post Execute Deleted Intent intent Main Activity INTENT LOAD LIST String path files Parent Extra FILE send Broadcast Toast make Text Resources string error LENGTH SHORT show else null done clear Notification notification System Service NOTIFICATION SERVICE cancel COPY 
com.amaze.filemanager.asynchronous.asynctasks.CloudLoaderAsyncTask,public Cloud Loader Async Task Main Activity main Handler cloud Cursor data this Weak Reference Utils Data Instance Override Null Boolean Background Void voids boolean Updated Drawer false null return Count move First Cancelled cancel true switch case Rail String catch Exception print Stack Trace final Config toast string failed else break Entry Gdrive saved Google Drive Storage Application Context CLOUD AUTHENTICATOR REDIRECT Advanced Authentication find Open Mode GDRIVE load Persist Parse login update Account Plugin error plugin delete Connection authenticate connection Dropbox DROPBOX Onedrive ONEDRIVE default Toast make Text restart LENGTH LONG show while Next Post Execute result refresh 
com.amaze.filemanager.asynchronous.asynctasks.DbViewerTask,public Viewer Task Cursor schema content Fragment this string Builder String Settings Default Text Encoding Name 
com.amaze.filemanager.asynchronous.asynctasks.AsyncTaskResult,public Async Task Result result this exception null Throwable 
com.amaze.filemanager.asynchronous.asynctasks.CountItemsOrAndSizeTask,public Count Items Size Task Context Text View items Hybrid File Parcelable boolean storage this context file Storage 
com.amaze.filemanager.asynchronous.asynctasks.MoveFiles,public Move Files Array List Hybrid Parcelable files Main Fragment Context context Open Mode mode main this Override void Post Execute Boolean moved Correctly Maintains list filesystems supporting rename implementation Please update return your link type supported here static Hash Operation Supported System hash FILE DROPBOX GDRIVE ONEDRIVE 
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask,public Prepare Copy Task Main Fragment String path Boolean move Activity boolean root Mode main this context open Override void Progress Update message Toast make Text LENGTH LONG show 
com.amaze.filemanager.asynchronous.asynctasks.ReadFileTask,public Read File Task Content Resolver content Editable Abstraction file cache boolean Root Explorer Async Finished Returned Values this external Cache 
com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask,public Generate Hashes Task Hybrid File Parcelable final Context View view this context file Text find Linear Layout properties dialog Override protected String Background Void params string error Sftp Client Utils execute Session Template Path session throws Exception Command format extract Remote From result read Fully Input Stream Byte Array close Exit Status return else null Directory Checksum catch print Stack Trace 
com.amaze.filemanager.asynchronous.asynctasks.compress.GzipHelperTask,public Gzip Helper Task Context context String file Path relative boolean Back Async Finished Array List Compressed Object Parcelable super this Weak Reference 
com.amaze.filemanager.asynchronous.asynctasks.compress.RarHelperTask,Async Task load file items param real File Directory location relative access inside public Helper String boolean Back Finished Array List Compressed Object Parcelable super Location 
com.amaze.filemanager.asynchronous.asynctasks.compress.ZipHelperTask,Async Task load file items param real File Directory location relative access inside public Helper Context String boolean goback Finished Array List Compressed Object Parcelable super context Weak Reference Location parse 
com.amaze.filemanager.asynchronous.asynctasks.compress.CompressedHelperTask,
com.amaze.filemanager.asynchronous.asynctasks.compress.TarHelperTask,public Helper Task String file Path relative boolean Back Async Finished Array List Compressed Object Parcelable super this 
com.amaze.filemanager.asynchronous.loaders.AppListLoader,public List Loader Context context sort super this package Manager Package Override Apps Data Pair load Background Application Info apps Installed Applications MATCH UNINSTALLED PACKAGES DISABLED UNTIL USED COMPONENTS null return Collections empty Array size object File source String label Label info Name catch Found Exception print Stack Trace Parcelable elem flags version Formatter format Size length last Modified first Sorter second path void deliver Result data Reset Release Resources Started Canceled 
com.amaze.filemanager.asynchronous.handlers.FileHandler,public File Handler Main Fragment main Recycler View list boolean Thumbs super Looper this Weak Reference Override void handle Message final null Activity return String path switch what case Custom Observer GOBACK Back break ITEM Hybrid file Created open Mode Current Path Elements List generate Layout DELETED size current desc Name equals remove default Visibility VISIBLE reload true results LIST else Adapter Items loadlist compute Scroll 
com.amaze.filemanager.fragments.PropertiesSheet,Override public void setup Dialog dialog style super root View inflate Context layout fragment sheet properties null Content Bundle Arguments File Parcelable FILE Permission String PERMISSION Root Boolean ROOT Toolbar find collapsing toolbar Layout Title string Collapsed Text Appearance collapsed appbar Expanded expanded Name view file name Type type Directory folder substring last Index Size size Formatter format Utils Path Location location Accessed accessed Date Modified modified Coordinator Params Parent Bottom Sheet Behavior Callback Nested Scroll nested Change Listener scroll Class Simple State STATE COLLAPSED Changed Null bottom HIDDEN dismiss Slide float slide Offset 
com.amaze.filemanager.fragments.CompressedExplorerFragment,Override public void Create Nullable Bundle saved Instance State super utils Provider Basic Activity Utils View Layout Inflater inflater Group container stop Anim list Child Count null clear Animation Created Save Parcelable Array List ELEMENTS elements String PATH relative Directory compressed File Path FILE CACHE FILES files Boolean OPEN Open boolean Action Mode mode Menu menu layout actionmode Custom contextual hide Option delete addshortcut share openwith show Title string select main update Views Color Drawable Context color holo dark Build VERSION Window window PREFERENCE COLORED NAVIGATION Navigation android black Appbar Toolbar Visibility GONE return true Prepare Integer positions Explorer Adapter Checked Item Positions Text find item count size folder deselect selectall false Clicked switch case should Deselect toggle invalidate selection finish Toast make extracting LENGTH SHORT dirs length path decompressor Destroy primary Preference Helper Primary Current Main current skin Status support Invalidate Options exists Delete Task this execute Resume floating Button Intent intent Extract Service class bind Connection Pause unbind Connected Component Name name Binder service Disconnected cache Prefs remove change Root Relative SEPARATOR else drawable white Back Parent 
com.amaze.filemanager.fragments.FtpServerFragment,Override public void Create Bundle saved Instance State super Options Menu true main Activity Main View Layout Inflater inflater Group container Created Retain Appbar Title string floating Action Button hide Bottom Visibility GONE support Invalidate skin color Current Color Preference primary First Second update Views Drawable current boolean Item Selected item menu server Receive Context context Intent intent Connectivity Manager System Service CONNECTIVITY SERVICE Network Info Active null Type TYPE WIFI ETHERNET Enabled Wifi Hotspot else stop Server status Text spanned Status Connection false Resources String start Upper Case Spans switch case ACTION STARTED Secure Connected break FAILEDTOSTART Running Toast make unknown error LENGTH LONG show STOPPED Resume Filter wifi register Receiver Pause unregister 
com.amaze.filemanager.fragments.CloudSheetFragment,Override public void Create Nullable Bundle saved Instance State super setup Dialog dialog style root View Activity Layout Inflater inflate layout fragment sheet cloud null Main Theme equals DARK Background Color Utils Context color holo dark background else BLACK android black white find linear Dropbox dropbox Google Drive google drive Onedrive onedrive Cloud Provider Available Visibility VISIBLE GONE Click Listener this Content Determines whether provider installed static final boolean context Package Manager Info Contract PACKAGE NAME ACTIVITIES return true catch Name Found Exception false FRAGMENT Clicked switch case dismiss Search show Fragment Sftp Connect sftp args Boolean edit Arguments Connection Open Mode break DROPBOX GDRIVE ONEDRIVE Intent Plugin ACTION VIEW Data parse market details filemanager amazecloud start 
com.amaze.filemanager.fragments.AppsListFragment,Override public void Create Bundle saved Instance State super utils Provider Basic Activity Utils Options Menu false Created Retain true Main main Appbar Title string apps floating Action Button hide Bottom Visibility View GONE support Invalidate List Preference Manager Default Shared Preferences Sort Modes Divider null Theme equals DARK Window Decor Background Color Context color holo dark background else BLACK android black model Apps Adapter Preload Model Size String size Preloader preloader Glide with Constants PRELOAD APPSADAPTER adapter Themed layout rowlayout Scroll Listener Shown Empty Text applications Loader init LOADER LIST this index INDEX Save First Visible Position Child boolean unin Intent intent ACTION DELETE Data parse package start catch Exception Toast make LENGTH SHORT show print Stack Trace return Assigns sort modes value from defines name last modified ascending order Values descending Final link sortby varies Integer Pair args Finished data first Item second Resumed Animation Selection From Reset 
com.amaze.filemanager.fragments.SearchWorkerFragment,Override public void Attach Context context super Callbacks Helper Create Bundle saved Instance State Retain true String Path Arguments PATH Input INPUT Open Mode OPEN MODE boolean Root Boolean ROOT Regex Enabled REGEX Matches MATCHES Search Async Task Activity execute Detach null 
com.amaze.filemanager.fragments.TabFragment,Override public View Create Layout Inflater inflater Group container Bundle saved Instance State root layout tabfragment false Handler Context Manager Activity Support Fragment Build VERSION CODES LOLLIPOP indicator find else circle Drawable shared Prefs Preference Default Shared Preferences savepaths Boolean true Pager pager Arguments null String main Main support Invalidate Options Menu Change Listener this Sections Adapter Screen Slide Constants PREFERENCE CURRENT Utils DEFAULT current tabs Tabs size Drawer First Path Second edit ROOTMODE apply length Current Item update Indicator catch Exception print Stack Trace fragments clear POSITION notify Data Changed User Color user start primary return void Destroy super close updatepaths instanceof Appbar Bottom results Helper SEARCH TEXT open Mode folder count file select Correct Open FILE home Save commit Scrolled position float Offset Pixels selection color evaluator evaluate Views Selected animate translation Interpolator Decelerate Class Simple Name state Null lastpath Original Number Offscreen Limit Index 
com.amaze.filemanager.fragments.ProcessViewerFragment,Override public View Create Layout Inflater inflater Group container Bundle saved Instance State root layout processparent false main Activity Main accent Color Accent Theme equals DARK BLACK Background Resource color card background Card find view Line Chart progress chart Progress Image image Cancel Button delete button Type Text text type File Name file name Bytes bytes Speed speed Timer timer drawable action cancel Utils Context foreground Elevation Copy Connection Custom Service this SERVICE COPY Extract EXTRACT Compress COMPRESS Encrypt ENCRYPT Decrypt DECRYPT return void Created Nullable super Retain true Appbar Title string viewer floating Action Menu hide Bottom Visibility GONE support Invalidate Options skin Current Preference primary First Second update Views Drawable current Resume Intent intent class bind Pause unbind Results final Datapoint Parcelable data Package service null String long total Size done boolean move Initialized setup Drawables Entry readable Float Spanned Html from Resources written font Formatter format Processed processing Files loose Seconds completed 
com.amaze.filemanager.fragments.DbViewerFragment,Override public View Create Layout Inflater inflater Nullable Group container Bundle saved Instance State database Viewer Activity Database root layout fragment viewer null find loading Text relative table Name Arguments String Title schema Cursor Lite Query PRAGMA info content SELECT FROM Task this execute return void Created super Theme equals DARK Background Color Utils Context color holo dark background else BLACK android black parse ffffff Detach close 
com.amaze.filemanager.fragments.MainFragment,Override public void Create Bundle saved Instance State super Retain true data Utils Data utils Provider Main Activity shared Pref Preference Manager Default Shared Preferences Resources Arguments home String CURRENT PATH lastpath LIST List Grid Path accent Color Accent primary Current First Second stop Animation adapter stopped list View Child Count null clear Layout Inflater inflater Group container Created final Options Menu false init File Sort Modes this Hybrid Open UNKNOWN generate Appbar Bottom Click Listener Theme equals LIGHT Background Context color grid background light else Drawable Fixed Size columns Integer parse PREFERENCE GRID COLUMNS Linear Span Lookup divider Item Decoration Divider Boolean SHOW DIVIDERS Swipe Refresh Scheme Colors Animator animator Toolbar Container Tree Observer Global screen width Width dptopx Saved android Build VERSION CODES JELLY BEAN remove loadlist open position switch Type case Recycler Adapter TYPE HEADER FILES FOLDERS return default boolean reload Elements results index find Visible Position Parcelable Array ELEMENTS selection ordinal folder count file Checked Items Index Action mode menu action layout actionmode Custom Paging Enabled floating Button hide contextual addshortcut openwith Return Intent show openmulti Title string update Views holo dark Drawer Locked lock Tablet LOCK MODE LOCKED CLOSED following method called each time shown Always after multiple times invalidated Prepare positions Text item value size deselect selectall compress openparent desc Directory catch Exception print Stack Trace Clicked compute Scroll checked intent ACTION SEND MULTIPLE resulturis element base Base Flags FLAG GRANT READ PERMISSION Result Fragment RESULT Extra EXTRA STREAM finish about General Dialog Creation Properties With Permissions permissions Themed Root Explorer delete Files array Toast make limit LENGTH SHORT DROPBOX GDRIVE ONEDRIVE Cloud break Parent toggle rename main Helper extract copies Paste OPERATION COPY paste Compress TEXTEDITOR NEWSTACK openunknown Shortcut Destroy current unlock Receive ROOT INTENT LOAD Media Scanner Connection Client media Connected Completed SCAN completed disconnect scan Encrypt encrypt when clicked param button image link Rounded Image that animated fragment Support Search Worker ASYNC HELPER Async Task Status RUNNING cancel begin Transaction commit SEARCH Symlink symlink ends Crypt CRYPT EXTENSION External Cache Name replace Decrypt decrypt Results launch SFTP please wait LONG Sftp Document History Returns corresponding specific external Ringtone Picker Store Hack From Class Simple Mime Types RINGTONE PICKED pickup intentresult Extension This loads into loaded coming from directory want scroll restored which should opened Loading getting elements bitmap objects type being created search whether view Show dialog scrolls CUSTOM Malformed substring length contains PREFIX Handler CLOUD GOOGLE exit REGEX MATCHES reauthenticate Assigns sort modes defines modified ascending order Values descending Final sortby varies dsort DIRECTORY SORT Resume register Receiver receiver Filter Correct DECRYPT BROADCAST start Pause unregister custom Watching Stop Delete execute Hidden throws continue Modified THUMB Formatter format nomedia exists Execute query Full searching Added Void protected params Collections Sorter Post searchresults Executor THREAD POOL EXECUTOR static activity Detach change drawable root white 
com.amaze.filemanager.fragments.preference_fragments.PrefFrag,Override public void Create Bundle saved Instance State boolean Preference Click preference static restart final Activity activity null return enter anim android fade exit override Pending Transition finish Intent View Layout Inflater inflater Nullable Group container super list find Pause Preferences List START PREFERENCE Save Resume Parcelable restored Restore 
com.amaze.filemanager.fragments.preference_fragments.ColorPref,Override public void Create Bundle saved Instance State super activity Preferences Activity shared Manager Default Shared null load Section reload Listeners else Restore Pause dialog dismiss Deal with button going last fragment instead section boolean Options Item Selected Menu item android home current SECTION switch Sections return true Back Pressed false Click final preference case COLOREDNAV invalidate break Constants PREFERENCE SKIN ACCENT ICON color Change Dialog selectcolorconfig Save 
com.amaze.filemanager.fragments.preference_fragments.PreferencesConstants,
com.amaze.filemanager.fragments.preference_fragments.FoldersPref,Override public void Create Bundle saved Instance State super activity Preferences Activity utils Handler Utils data Data From Resource folders prefs shared Prefs Manager Default Shared find Constants PREFERENCE SHORTCUT Click Listener this Books size Path Switch Title Summary position Screen Resume null boolean final preference instanceof switch Last Item Clicked case EDIT load Edit Dialog break DELETE Delete default else equals Count Order return false private disable Button Text path Material dialog Changed Simple Watcher after Editable Action POSITIVE Enabled File Accessible String Empty title length 
com.amaze.filemanager.fragments.preference_fragments.QuickAccessPref,Override public void Create Bundle saved Instance State super Preferences From Resource fastaccess prefs preferences Manager Default Shared Activity current Value Tiny Boolean Array DEFAULT Screen Count Click Listener this boolean Switch Checked return true 
com.amaze.filemanager.fragments.preference_fragments.AdvancedSearchPref,Override public void Create Bundle saved Instance State super Preferences From Resource advancedsearch prefs 
com.amaze.filemanager.utils.broadcast_receiver.PackageReceiver,public Package Receiver List Loader list this Intent Filter filter ACTION PACKAGE ADDED Action REMOVED CHANGED Data Scheme package Context register sdcard EXTERNAL APPLICATIONS AVAILABLE UNAVAILABLE Override void context intent Content Changed 
com.amaze.filemanager.utils.glide.CloudIconModelFactory,public Cloud Icon Model Factory Context context this Override Loader String Bitmap build Multi multi return void teardown 
com.amaze.filemanager.utils.glide.CloudIconDataFetcher,public Cloud Icon Data Fetcher Context context String path width height this Override void load Priority priority Callback super Bitmap callback input Stream Util Thumbnail Input Factory Options options Width Height drawable decode null Ready cleanup close catch Exception print Stack Trace cancel Null Class return class Source REMOTE 
com.amaze.filemanager.utils.glide.CloudIconModelLoader,public Cloud Icon Model Loader Context context this Nullable Override Data Bitmap build String width height Options options return Object System current Time Millis Fetcher boolean handles starts With Handler CLOUD PREFIX DROPBOX GOOGLE DRIVE 
com.amaze.filemanager.utils.streams.RandomAccessStream,public Random Access Stream long length this mark Override synchronized void reset move marked Position read Limit throw Illegal Argument Exception argument used please Current boolean Supported return true available Exact throws abstract position 
com.amaze.filemanager.utils.provider.UtilitiesProvider,public Utilities Provider Context context Shared Preferences shared Manager Default color Color Helper Current User Theme return 
com.amaze.filemanager.utils.application.LeakCanaryApplication,Override public void Create super 
com.amaze.filemanager.utils.application.AppConfig,public Utilities Provider Utils return utils Override void Create super Compat Delegate Vector From Resources Enabled true Background Handler Thread background Instance this start Looper Strict Mode Policy Builder builder Terminate quit Post runnable handler case have restriction execute after executed link Custom Async Callbacks need something execution static Runnable synchronized post compact Task which runs executes whatever passed callbacks Supports class that extends object param array result Params Result Parallel final custom Void protected Execute Object params Executor THREAD POOL EXECUTOR parameters Shows toast message context belonging application show Context String main thread Application Config Image Loader Request Queue null Volley Bitmap Cache Main Activity Null activity Weak Reference screen Screen Nullable 
com.amaze.filemanager.utils.application.GlideApplication,Override public void Create super Glide this Memory Category HIGH 
com.amaze.filemanager.utils.share.ShareTask,public Share Task Activity context Array List array Theme skin this contextc Override void Post Execute Void target Intents Empty Material Dialog Builder builder title string share theme Adapter adapter null negative Text cancel Color update show else Toast make noappfound LENGTH SHORT 
com.amaze.filemanager.utils.share.ShareAdapter,Override public View Holder Create Group parent view Type Layout Inflater from Context inflate layout simplerow false return void Bind holder position render long Item Count items size 
com.amaze.filemanager.filesystem.compressed.showcontents.helpers.GzipDecompressor,public Gzip Decompressor Context context super Override Compressed Helper Task change Path String path boolean Back Item Async Finished Array List Object Parcelable return file 
com.amaze.filemanager.filesystem.compressed.showcontents.helpers.ZipDecompressor,public Decompressor Context context super Override Helper Task change Path String path boolean Back Item Async Finished Array List Compressed Object Parcelable return file 
com.amaze.filemanager.filesystem.compressed.showcontents.helpers.RarDecompressor,public Decompressor Context context super Override Helper Task change Path String path boolean Back Item Async Finished Array List Compressed Object Parcelable return file static convert Name File Header name replace Directory SEPARATOR else 
com.amaze.filemanager.filesystem.compressed.showcontents.helpers.TarDecompressor,public Decompressor Context context super Override Helper Task change Path String path boolean Back Item Async Finished Array List Compressed Object Parcelable return file 
com.amaze.filemanager.filesystem.compressed.showcontents.Decompressor,public Decompressor Context context this void File Path String path file Separator must param with directory does abstract Compressed Helper Task change boolean Back Item Async Finished Array List Object Parcelable somewhere final decompress Intent intent Extract Service class PATH ENTRIES EXTRACT Watcher Util files dirs inside compressed Directories separator ended length real Relative Directory 
com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.TarExtractor,public Extractor Context context String file Path output Update listener super 
com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.RarExtractor,public Extractor Context context String file Path output Update listener super 
com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.GzipExtractor,public Gzip Extractor Context context String file Path output Update listener super 
com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.ZipExtractor,public Extractor Context context String file Path output Update listener super 
com.amaze.filemanager.exceptions.CloudPluginException,
com.amaze.filemanager.exceptions.StreamNotFoundException,public Stream Found Exception super MESSAGE String message Throwable cause 
com.amaze.filemanager.exceptions.ShellNotRunningException,public Shell Running Exception super stopped running 
com.amaze.filemanager.adapters.HiddenAdapter,public Hidden Adapter Context context Main Fragment main Shared Preferences shared Array List Hybrid File items Material Dialog material boolean hide this Prefs Override View Holder Create Group parent view Type Layout Inflater System Service Activity LAYOUT INFLATER SERVICE inflate layout bookmarkrow false return void Bind holder position update dialog long Item Count size 
com.amaze.filemanager.adapters.ColorAdapter,Constructor adapter that handles view creation color chooser dialog preferences param context colors array list values form string views selected Color currently Selected listener when public Adapter Context Integer super layout rowlayout this inflater Layout Inflater System Service LAYOUT INFLATER SERVICE Null Override View final position convert Group parent Checkable Circle null instanceof else grid item false Utils Checked return void Item Click long true 
com.amaze.filemanager.adapters.AppsAdapter,public Apps Adapter Context context Themed Activity Utilities Provider utils Preload Model model View Size String size resource List Fragment super themed this void Data Parcelable data clear null Override final position convert Group parent 
